PRSN,ADDRESS,Dataset Origin
156189,2 MELBOURNE PL ,Both Datasets
156884,86 INDIAN RD ,Both Datasets
158165,295 INDIAN RD ,Both Datasets
157604,35 HIGH PARK GDNS ,Both Datasets
157063,161 INDIAN RD ,Both Datasets
157066,167 INDIAN RD ,Both Datasets
158212,92 BOUSTEAD AVE ,Both Datasets
158213,94 BOUSTEAD AVE ,Both Datasets
158214,96 BOUSTEAD AVE ,Both Datasets
157683,408 RONCESVALLES AVE ,Both Datasets
157684,406 RONCESVALLES AVE ,Both Datasets
157685,404 RONCESVALLES AVE ,Both Datasets
157686,402 RONCESVALLES AVE ,Both Datasets
157687,400 RONCESVALLES AVE ,Both Datasets
157688,396 RONCESVALLES AVE ,Both Datasets
157689,394 RONCESVALLES AVE ,Both Datasets
157690,392 RONCESVALLES AVE ,Both Datasets
157691,390 RONCESVALLES AVE ,Both Datasets
157693,386 RONCESVALLES AVE ,Both Datasets
157694,384 RONCESVALLES AVE ,Both Datasets
157702,267 INDIAN RD ,Both Datasets
157732,9 HEWITT AVE ,Both Datasets
157739,414 RONCESVALLES AVE ,Both Datasets
157740,412 RONCESVALLES AVE ,Both Datasets
157741,410 RONCESVALLES AVE ,Both Datasets
156605,222 GARDEN AVE ,Both Datasets
158959,89 MACDONELL AVE ,Both Datasets
158964,99 MACDONELL AVE ,Both Datasets
159627,1498 QUEEN ST W,Both Datasets
159628,1500 QUEEN ST W,Both Datasets
159629,1502 QUEEN ST W,Both Datasets
159630,1504 QUEEN ST W,Both Datasets
159631,1506 QUEEN ST W,Both Datasets
159641,1526 QUEEN ST W,Both Datasets
159642,1528 QUEEN ST W,Both Datasets
160295,97 RONCESVALLES AVE ,Both Datasets
160296,99 RONCESVALLES AVE ,Both Datasets
160297,101 RONCESVALLES AVE ,Both Datasets
160298,103 RONCESVALLES AVE ,Both Datasets
160299,105 RONCESVALLES AVE ,Both Datasets
160305,117 RONCESVALLES AVE ,Both Datasets
160306,119 RONCESVALLES AVE ,Both Datasets
160307,121 RONCESVALLES AVE ,Both Datasets
160308,123 RONCESVALLES AVE ,Both Datasets
160309,125 RONCESVALLES AVE ,Both Datasets
158540,1354 QUEEN ST W,Both Datasets
158541,1358 QUEEN ST W,Both Datasets
158542,1360 QUEEN ST W,Both Datasets
158543,1366 QUEEN ST W,Both Datasets
158544,1372 QUEEN ST W,Both Datasets
158545,1374 QUEEN ST W,Both Datasets
158546,1376 QUEEN ST W,Both Datasets
158547,1378 QUEEN ST W,Both Datasets
158548,1380 QUEEN ST W,Both Datasets
158549,1382 QUEEN ST W,Both Datasets
158550,1384 QUEEN ST W,Both Datasets
158552,1386 QUEEN ST W,Both Datasets
158553,1388 QUEEN ST W,Both Datasets
158554,1390 QUEEN ST W,Both Datasets
158555,1392 QUEEN ST W,Both Datasets
158556,1398 QUEEN ST W,Both Datasets
158557,1400 QUEEN ST W,Both Datasets
160417,127 RONCESVALLES AVE ,Both Datasets
158582,60 BROCK AVE ,Both Datasets
160420,133 RONCESVALLES AVE ,Both Datasets
160427,147 RONCESVALLES AVE ,Both Datasets
158641,62 BROCK AVE ,Both Datasets
159863,5 RONCESVALLES AVE ,Both Datasets
159864,7 RONCESVALLES AVE ,Both Datasets
159865,9 RONCESVALLES AVE ,Both Datasets
159899,1704 QUEEN ST W,Both Datasets
159900,1706 QUEEN ST W,Both Datasets
159911,1730 QUEEN ST W,Both Datasets
159912,1734 QUEEN ST W,Both Datasets
160555,151 RONCESVALLES AVE ,Both Datasets
160556,153 RONCESVALLES AVE ,Both Datasets
160557,155 RONCESVALLES AVE ,Both Datasets
160558,157 RONCESVALLES AVE ,Both Datasets
160559,159 RONCESVALLES AVE ,Both Datasets
160561,165 RONCESVALLES AVE ,Both Datasets
160562,167 RONCESVALLES AVE ,Both Datasets
160563,169 RONCESVALLES AVE ,Both Datasets
160564,171 RONCESVALLES AVE ,Both Datasets
160565,173 RONCESVALLES AVE ,Both Datasets
160007,59 RONCESVALLES AVE ,Both Datasets
158852,1402 QUEEN ST W,Both Datasets
158854,1408 QUEEN ST W,Both Datasets
158855,1410 QUEEN ST W,Both Datasets
158856,1412 QUEEN ST W,Both Datasets
158858,1418 QUEEN ST W,Both Datasets
158859,1420 QUEEN ST W,Both Datasets
158860,1422 QUEEN ST W,Both Datasets
158861,1424 QUEEN ST W,Both Datasets
158862,1426 QUEEN ST W,Both Datasets
158863,1428 QUEEN ST W,Both Datasets
158864,1430 QUEEN ST W,Both Datasets
158865,1432 QUEEN ST W,Both Datasets
158869,1434 QUEEN ST W,Both Datasets
158871,1438 QUEEN ST W,Both Datasets
158872,1440 QUEEN ST W,Both Datasets
158877,1456 QUEEN ST W,Both Datasets
158879,1462 QUEEN ST W,Both Datasets
158880,1464 QUEEN ST W,Both Datasets
160101,1616 QUEEN ST W,Both Datasets
160102,1618 QUEEN ST W,Both Datasets
160692,177 RONCESVALLES AVE ,Both Datasets
160693,179 RONCESVALLES AVE ,Both Datasets
160695,185 RONCESVALLES AVE ,Both Datasets
160697,189 RONCESVALLES AVE ,Both Datasets
160698,191 RONCESVALLES AVE ,Both Datasets
160699,193 RONCESVALLES AVE ,Both Datasets
160700,195 RONCESVALLES AVE ,Both Datasets
160701,197 RONCESVALLES AVE ,Both Datasets
160702,203 RONCESVALLES AVE ,Both Datasets
160703,209 RONCESVALLES AVE ,Both Datasets
158938,10 LANSDOWNE AVE ,Both Datasets
158940,1468 A QUEEN ST W,Both Datasets
158941,1472 QUEEN ST W,Both Datasets
158942,1474 QUEEN ST W,Both Datasets
158943,1476 QUEEN ST W,Both Datasets
158945,1482 QUEEN ST W,Both Datasets
158946,1484 QUEEN ST W,Both Datasets
158947,1486 QUEEN ST W,Both Datasets
158949,1496 QUEEN ST W,Both Datasets
160168,65 RONCESVALLES AVE ,Both Datasets
160169,69 RONCESVALLES AVE ,Both Datasets
160171,77 RONCESVALLES AVE ,Both Datasets
160172,79 RONCESVALLES AVE ,Both Datasets
160173,81 RONCESVALLES AVE ,Both Datasets
160174,83 RONCESVALLES AVE ,Both Datasets
160179,93 RONCESVALLES AVE ,Both Datasets
160793,211 RONCESVALLES AVE ,Both Datasets
160794,213 RONCESVALLES AVE ,Both Datasets
160796,217 RONCESVALLES AVE ,Both Datasets
160798,221 RONCESVALLES AVE ,Both Datasets
160800,227 RONCESVALLES AVE ,Both Datasets
160801,229 RONCESVALLES AVE ,Both Datasets
160802,231 RONCESVALLES AVE ,Both Datasets
161429,333 RONCESVALLES AVE ,Both Datasets
161430,335 RONCESVALLES AVE ,Both Datasets
161441,359 RONCESVALLES AVE ,Both Datasets
161442,361 RONCESVALLES AVE ,Both Datasets
161443,363 RONCESVALLES AVE ,Both Datasets
161444,365 RONCESVALLES AVE ,Both Datasets
161445,367 RONCESVALLES AVE ,Both Datasets
161446,369 RONCESVALLES AVE ,Both Datasets
161447,371 RONCESVALLES AVE ,Both Datasets
161448,373 RONCESVALLES AVE ,Both Datasets
161449,379 RONCESVALLES AVE ,Both Datasets
161450,383 RONCESVALLES AVE ,Both Datasets
163263,158 STERLING RD ,Both Datasets
161502,2067 DUNDAS ST W,Both Datasets
161504,2063 DUNDAS ST W,Both Datasets
160925,263 RONCESVALLES AVE ,Both Datasets
160926,265 RONCESVALLES AVE ,Both Datasets
161030,150 FERMANAGH AVE ,Both Datasets
161032,277 RONCESVALLES AVE ,Both Datasets
161033,279 RONCESVALLES AVE ,Both Datasets
161034,281 RONCESVALLES AVE ,Both Datasets
161035,283 RONCESVALLES AVE ,Both Datasets
161036,285 RONCESVALLES AVE ,Both Datasets
161626,2088 DUNDAS ST W,Both Datasets
161627,2090 DUNDAS ST W,Both Datasets
161628,2092 DUNDAS ST W,Both Datasets
161629,2094 DUNDAS ST W,Both Datasets
161631,2100 DUNDAS ST W,Both Datasets
161634,385 RONCESVALLES AVE ,Both Datasets
161636,389 RONCESVALLES AVE ,Both Datasets
161637,391 RONCESVALLES AVE ,Both Datasets
161638,393 RONCESVALLES AVE ,Both Datasets
161639,395 RONCESVALLES AVE ,Both Datasets
161640,397 RONCESVALLES AVE ,Both Datasets
161641,399 RONCESVALLES AVE ,Both Datasets
161642,401 RONCESVALLES AVE ,Both Datasets
161643,403 RONCESVALLES AVE ,Both Datasets
161644,405 RONCESVALLES AVE ,Both Datasets
161645,407 RONCESVALLES AVE ,Both Datasets
161646,409 RONCESVALLES AVE ,Both Datasets
161647,411 RONCESVALLES AVE ,Both Datasets
161648,413 RONCESVALLES AVE ,Both Datasets
161651,421 RONCESVALLES AVE ,Both Datasets
161038,289 RONCESVALLES AVE ,Both Datasets
161039,291 RONCESVALLES AVE ,Both Datasets
161040,293 RONCESVALLES AVE ,Both Datasets
161041,295 RONCESVALLES AVE ,Both Datasets
161042,297 RONCESVALLES AVE ,Both Datasets
161043,299 RONCESVALLES AVE ,Both Datasets
161696,431 RONCESVALLES AVE ,Both Datasets
161729,467 RONCESVALLES AVE ,Both Datasets
161730,469 RONCESVALLES AVE ,Both Datasets
161731,475 RONCESVALLES AVE ,Both Datasets
161732,477 RONCESVALLES AVE ,Both Datasets
161157,301 RONCESVALLES AVE ,Both Datasets
161158,303 RONCESVALLES AVE ,Both Datasets
161159,305 RONCESVALLES AVE ,Both Datasets
161160,307 RONCESVALLES AVE ,Both Datasets
161161,309 RONCESVALLES AVE ,Both Datasets
161162,311 RONCESVALLES AVE ,Both Datasets
161163,313 RONCESVALLES AVE ,Both Datasets
161164,315 RONCESVALLES AVE ,Both Datasets
161165,317 RONCESVALLES AVE ,Both Datasets
161166,319 RONCESVALLES AVE ,Both Datasets
161167,321 RONCESVALLES AVE ,Both Datasets
161168,323 RONCESVALLES AVE ,Both Datasets
161169,325 RONCESVALLES AVE ,Both Datasets
161170,327 RONCESVALLES AVE ,Both Datasets
162432,222 LANSDOWNE AVE ,Both Datasets
161865,2160 DUNDAS ST W,Both Datasets
161866,2168 DUNDAS ST W,Both Datasets
161867,2170 DUNDAS ST W,Both Datasets
161868,2172 DUNDAS ST W,Both Datasets
161869,2174 DUNDAS ST W,Both Datasets
161870,2176 DUNDAS ST W,Both Datasets
161871,2182 DUNDAS ST W,Both Datasets
161872,2184 DUNDAS ST W,Both Datasets
161873,2186 DUNDAS ST W,Both Datasets
161883,2210 DUNDAS ST W,Both Datasets
161884,2214 DUNDAS ST W,Both Datasets
161885,2218 DUNDAS ST W,Both Datasets
161886,2222 DUNDAS ST W,Both Datasets
161887,2224 DUNDAS ST W,Both Datasets
161323,2017 DUNDAS ST W,Both Datasets
161324,2015 DUNDAS ST W,Both Datasets
161325,2013 DUNDAS ST W,Both Datasets
161327,2009 DUNDAS ST W,Both Datasets
161328,2007 DUNDAS ST W,Both Datasets
161329,2005 DUNDAS ST W,Both Datasets
161330,2003 DUNDAS ST W,Both Datasets
161331,2001 DUNDAS ST W,Both Datasets
161333,1997 DUNDAS ST W,Both Datasets
162553,1617 DUNDAS ST W,Both Datasets
163124,1616 DUNDAS ST W,Both Datasets
163189,1674 DUNDAS ST W,Both Datasets
163190,1680 DUNDAS ST W,Both Datasets
163191,1688 DUNDAS ST W,Both Datasets
164447,90 CROATIA ST ,Both Datasets
165139,1006 BLOOR ST W,Both Datasets
164789,756 OSSINGTON AVE ,Both Datasets
164828,926 BLOOR ST W,Both Datasets
164829,928 BLOOR ST W,Both Datasets
167609,191 WESTMORELAND AVE ,Both Datasets
167271,1183 DUFFERIN ST ,Both Datasets
168779,228 HALLAM ST ,Both Datasets
168783,1219 DUFFERIN ST ,Both Datasets
169129,224 WALLACE AVE ,Both Datasets
170504,1900 DAVENPORT RD ,Both Datasets
171517,1834 ST CLAIR AVE W,Both Datasets
175138,70 REGAL RD ,Both Datasets
174440,95 REGAL RD ,Both Datasets
175635,1625 DUFFERIN ST ,Both Datasets
178719,642 WELLINGTON ST W,Both Datasets
178720,644 WELLINGTON ST W,Both Datasets
179269,1115 QUEEN ST W,Both Datasets
178721,648 WELLINGTON ST W,Both Datasets
178722,650 WELLINGTON ST W,Both Datasets
178723,652 WELLINGTON ST W,Both Datasets
178724,222 NIAGARA ST ,Both Datasets
179945,2 1/2 PALMERSTON AVE ,Both Datasets
179946,2 PALMERSTON AVE ,Both Datasets
179947,652 QUEEN ST W,Both Datasets
179948,654 QUEEN ST W,Both Datasets
179949,656 QUEEN ST W,Both Datasets
179950,660 QUEEN ST W,Both Datasets
179951,662 QUEEN ST W,Both Datasets
179952,664 QUEEN ST W,Both Datasets
179953,666 QUEEN ST W,Both Datasets
179955,670 QUEEN ST W,Both Datasets
179956,672 QUEEN ST W,Both Datasets
179958,676 QUEEN ST W,Both Datasets
179959,678 QUEEN ST W,Both Datasets
179960,680 QUEEN ST W,Both Datasets
179962,684 QUEEN ST W,Both Datasets
178248,163 NIAGARA ST ,Both Datasets
178249,161 NIAGARA ST ,Both Datasets
178250,159 NIAGARA ST ,Both Datasets
178251,157 NIAGARA ST ,Both Datasets
178252,155 NIAGARA ST ,Both Datasets
178253,153 NIAGARA ST ,Both Datasets
178254,151 NIAGARA ST ,Both Datasets
178255,149 NIAGARA ST ,Both Datasets
178256,147 NIAGARA ST ,Both Datasets
178257,145 NIAGARA ST ,Both Datasets
178258,143 NIAGARA ST ,Both Datasets
178259,141 NIAGARA ST ,Both Datasets
178260,139 NIAGARA ST ,Both Datasets
178261,137 NIAGARA ST ,Both Datasets
178262,135 NIAGARA ST ,Both Datasets
179318,1089 QUEEN ST W,Both Datasets
179319,1085 QUEEN ST W,Both Datasets
179320,1083 QUEEN ST W,Both Datasets
179321,1081 QUEEN ST W,Both Datasets
179322,1079 QUEEN ST W,Both Datasets
179323,1077 QUEEN ST W,Both Datasets
179324,1075 QUEEN ST W,Both Datasets
178876,97 STRACHAN AVE ,Both Datasets
178877,95 STRACHAN AVE ,Both Datasets
178903,938 KING ST W,Both Datasets
178906,944 KING ST W,Both Datasets
178907,950 KING ST W,Both Datasets
179476,935 QUEEN ST W,Both Datasets
177867,1118 ST CLAIR AVE W,Both Datasets
179584,929 QUEEN ST W,Both Datasets
179585,927 QUEEN ST W,Both Datasets
179586,925 QUEEN ST W,Both Datasets
179587,923 QUEEN ST W,Both Datasets
179588,921 QUEEN ST W,Both Datasets
179589,919 QUEEN ST W,Both Datasets
179590,917 QUEEN ST W,Both Datasets
179591,915 QUEEN ST W,Both Datasets
179592,913 QUEEN ST W,Both Datasets
179597,895 QUEEN ST W,Both Datasets
179598,893 QUEEN ST W,Both Datasets
179599,889 QUEEN ST W,Both Datasets
179600,887 QUEEN ST W,Both Datasets
179601,883 QUEEN ST W,Both Datasets
179602,881 QUEEN ST W,Both Datasets
179603,877 QUEEN ST W,Both Datasets
179604,875 QUEEN ST W,Both Datasets
179619,869 QUEEN ST W,Both Datasets
179620,867 QUEEN ST W,Both Datasets
179621,865 QUEEN ST W,Both Datasets
179622,863 QUEEN ST W,Both Datasets
179623,861 QUEEN ST W,Both Datasets
179624,859 QUEEN ST W,Both Datasets
178000,2 STRACHAN AVE ,Both Datasets
178017,100 GARRISON RD ,Both Datasets
179667,75 MITCHELL AVE ,Both Datasets
178057,7 FRASER AVE ,Both Datasets
179733,755 RICHMOND ST W,Both Datasets
179734,753 RICHMOND ST W,Both Datasets
178064,41 FRASER AVE ,Both Datasets
178068,39 MOWAT AVE ,Both Datasets
178069,68 FRASER AVE ,Both Datasets
178070,66 FRASER AVE ,Both Datasets
178080,219 DUFFERIN ST ,Both Datasets
178082,1195 KING ST W,Both Datasets
178085,1179 KING ST W,Both Datasets
179740,737 RICHMOND ST W,Both Datasets
179741,735 RICHMOND ST W,Both Datasets
179746,721 RICHMOND ST W,Both Datasets
179747,719 RICHMOND ST W,Both Datasets
179753,705 RICHMOND ST W,Both Datasets
179754,703 RICHMOND ST W,Both Datasets
178122,98 ATLANTIC AVE ,Both Datasets
178123,60 ATLANTIC AVE ,Both Datasets
179783,40 MITCHELL AVE ,Both Datasets
179784,44 MITCHELL AVE ,Both Datasets
179812,833 QUEEN ST W,Both Datasets
179813,831 QUEEN ST W,Both Datasets
178124,107 ATLANTIC AVE ,Both Datasets
178125,40 HANNA AVE ,Both Datasets
178126,43 HANNA AVE ,Both Datasets
178130,130 EAST LIBERTY ST ,Both Datasets
178131,132 EAST LIBERTY ST ,Both Datasets
178153,857 KING ST W,Both Datasets
178165,103 WALNUT AVE ,Both Datasets
179814,829 QUEEN ST W,Both Datasets
179815,827 QUEEN ST W,Both Datasets
179816,825 QUEEN ST W,Both Datasets
179817,823 QUEEN ST W,Both Datasets
179818,821 QUEEN ST W,Both Datasets
179819,819 QUEEN ST W,Both Datasets
179820,815 QUEEN ST W,Both Datasets
179821,813 QUEEN ST W,Both Datasets
179822,811 QUEEN ST W,Both Datasets
179823,809 QUEEN ST W,Both Datasets
179824,807 QUEEN ST W,Both Datasets
179825,805 QUEEN ST W,Both Datasets
179826,803 QUEEN ST W,Both Datasets
179827,801 QUEEN ST W,Both Datasets
179828,799 QUEEN ST W,Both Datasets
179829,797 QUEEN ST W,Both Datasets
179830,795 QUEEN ST W,Both Datasets
179831,793 QUEEN ST W,Both Datasets
179832,791 QUEEN ST W,Both Datasets
179833,789 QUEEN ST W,Both Datasets
179834,787 QUEEN ST W,Both Datasets
179835,785 QUEEN ST W,Both Datasets
179836,783 QUEEN ST W,Both Datasets
179837,781 QUEEN ST W,Both Datasets
179838,779 QUEEN ST W,Both Datasets
179839,777 QUEEN ST W,Both Datasets
179840,775 QUEEN ST W,Both Datasets
179842,757 QUEEN ST W,Both Datasets
179843,753 QUEEN ST W,Both Datasets
179845,749 QUEEN ST W,Both Datasets
179846,745 QUEEN ST W,Both Datasets
179848,735 QUEEN ST W,Both Datasets
179849,148 TECUMSETH ST ,Both Datasets
181093,974 QUEEN ST W,Both Datasets
181094,978 QUEEN ST W,Both Datasets
181095,980 QUEEN ST W,Both Datasets
181096,982 QUEEN ST W,Both Datasets
181097,984 QUEEN ST W,Both Datasets
181098,986 QUEEN ST W,Both Datasets
181099,988 QUEEN ST W,Both Datasets
181100,990 QUEEN ST W,Both Datasets
181101,992 QUEEN ST W,Both Datasets
181102,994 QUEEN ST W,Both Datasets
181103,996 QUEEN ST W,Both Datasets
181104,998 QUEEN ST W,Both Datasets
181138,76 OSSINGTON AVE ,Both Datasets
181139,74 OSSINGTON AVE ,Both Datasets
181140,72 OSSINGTON AVE ,Both Datasets
181141,68 OSSINGTON AVE ,Both Datasets
181693,1186 QUEEN ST W,Both Datasets
181694,1190 QUEEN ST W,Both Datasets
181695,1192 QUEEN ST W,Both Datasets
181696,1194 QUEEN ST W,Both Datasets
181697,1196 QUEEN ST W,Both Datasets
181698,1198 QUEEN ST W,Both Datasets
181699,1200 QUEEN ST W,Both Datasets
181156,12 OSSINGTON AVE ,Both Datasets
181159,1018 QUEEN ST W,Both Datasets
181160,1024 QUEEN ST W,Both Datasets
181161,1026 QUEEN ST W,Both Datasets
181224,1032 QUEEN ST W,Both Datasets
181225,1036 QUEEN ST W,Both Datasets
181226,1038 QUEEN ST W,Both Datasets
181228,1042 QUEEN ST W,Both Datasets
181229,1044 QUEEN ST W,Both Datasets
181230,1046 QUEEN ST W,Both Datasets
181231,1048 QUEEN ST W,Both Datasets
180648,732 QUEEN ST W,Both Datasets
180649,740 QUEEN ST W,Both Datasets
180650,744 QUEEN ST W,Both Datasets
180651,746 QUEEN ST W,Both Datasets
180652,750 QUEEN ST W,Both Datasets
180653,752 QUEEN ST W,Both Datasets
180654,754 QUEEN ST W,Both Datasets
180655,756 QUEEN ST W,Both Datasets
180656,758 QUEEN ST W,Both Datasets
180657,760 QUEEN ST W,Both Datasets
180658,762 QUEEN ST W,Both Datasets
180659,764 QUEEN ST W,Both Datasets
180660,766 QUEEN ST W,Both Datasets
181291,1068 QUEEN ST W,Both Datasets
181292,1070 QUEEN ST W,Both Datasets
181293,1072 QUEEN ST W,Both Datasets
181295,1078 QUEEN ST W,Both Datasets
181296,1080 QUEEN ST W,Both Datasets
181300,1086 QUEEN ST W,Both Datasets
181348,94 OSSINGTON AVE ,Both Datasets
181349,92 OSSINGTON AVE ,Both Datasets
181350,90 OSSINGTON AVE ,Both Datasets
181351,88 OSSINGTON AVE ,Both Datasets
180819,770 QUEEN ST W,Both Datasets
180830,201 CRAWFORD ST ,Both Datasets
181440,1092 QUEEN ST W,Both Datasets
181441,1094 QUEEN ST W,Both Datasets
181443,1100 QUEEN ST W,Both Datasets
181445,1112 QUEEN ST W,Both Datasets
181446,1114 QUEEN ST W,Both Datasets
181447,1116 QUEEN ST W,Both Datasets
181449,1120 QUEEN ST W,Both Datasets
181450,1122 QUEEN ST W,Both Datasets
181451,9 BEACONSFIELD AVE ,Both Datasets
181452,11 BEACONSFIELD AVE ,Both Datasets
181453,13 BEACONSFIELD AVE ,Both Datasets
180262,10 EUCLID AVE ,Both Datasets
180264,690 QUEEN ST W,Both Datasets
180265,692 QUEEN ST W,Both Datasets
180266,694 QUEEN ST W,Both Datasets
180267,696 QUEEN ST W,Both Datasets
180268,698 QUEEN ST W,Both Datasets
181454,15 BEACONSFIELD AVE ,Both Datasets
181455,17 BEACONSFIELD AVE ,Both Datasets
181456,19 BEACONSFIELD AVE ,Both Datasets
181458,23 BEACONSFIELD AVE ,Both Datasets
181459,25 BEACONSFIELD AVE ,Both Datasets
181460,27 BEACONSFIELD AVE ,Both Datasets
181461,29 BEACONSFIELD AVE ,Both Datasets
181462,31 BEACONSFIELD AVE ,Both Datasets
181463,33 BEACONSFIELD AVE ,Both Datasets
181464,35 BEACONSFIELD AVE ,Both Datasets
181465,37 BEACONSFIELD AVE ,Both Datasets
181466,39 BEACONSFIELD AVE ,Both Datasets
181467,41 BEACONSFIELD AVE ,Both Datasets
181468,43 BEACONSFIELD AVE ,Both Datasets
181469,45 BEACONSFIELD AVE ,Both Datasets
181470,47 BEACONSFIELD AVE ,Both Datasets
181472,51 BEACONSFIELD AVE ,Both Datasets
181473,53 BEACONSFIELD AVE ,Both Datasets
181474,55 BEACONSFIELD AVE ,Both Datasets
181475,57 BEACONSFIELD AVE ,Both Datasets
181476,59 BEACONSFIELD AVE ,Both Datasets
181477,61 BEACONSFIELD AVE ,Both Datasets
181478,63 BEACONSFIELD AVE ,Both Datasets
181479,65 BEACONSFIELD AVE ,Both Datasets
181480,67 BEACONSFIELD AVE ,Both Datasets
181482,71 BEACONSFIELD AVE ,Both Datasets
181484,75 BEACONSFIELD AVE ,Both Datasets
181485,77 BEACONSFIELD AVE ,Both Datasets
182032,2 AFTON AVE ,Both Datasets
182033,4 AFTON AVE ,Both Datasets
180269,700 QUEEN ST W,Both Datasets
180270,702 QUEEN ST W,Both Datasets
180271,704 QUEEN ST W,Both Datasets
180272,706 QUEEN ST W,Both Datasets
180883,790 QUEEN ST W,Both Datasets
180884,870 QUEEN ST W,Both Datasets
180885,872 QUEEN ST W,Both Datasets
180886,874 QUEEN ST W,Both Datasets
180887,876 QUEEN ST W,Both Datasets
180889,882 QUEEN ST W,Both Datasets
180890,884 QUEEN ST W,Both Datasets
180891,886 QUEEN ST W,Both Datasets
180892,888 QUEEN ST W,Both Datasets
180893,890 QUEEN ST W,Both Datasets
180894,892 QUEEN ST W,Both Datasets
180895,894 QUEEN ST W,Both Datasets
180900,920 QUEEN ST W,Both Datasets
180901,922 QUEEN ST W,Both Datasets
180905,936 QUEEN ST W,Both Datasets
182060,35 MACKENZIE CRES ,Both Datasets
182061,33 MACKENZIE CRES ,Both Datasets
182062,31 MACKENZIE CRES ,Both Datasets
182063,29 MACKENZIE CRES ,Both Datasets
182064,27 MACKENZIE CRES ,Both Datasets
182065,25 MACKENZIE CRES ,Both Datasets
182066,23 MACKENZIE CRES ,Both Datasets
182067,21 MACKENZIE CRES ,Both Datasets
182068,19 MACKENZIE CRES ,Both Datasets
182069,17 MACKENZIE CRES ,Both Datasets
182070,15 MACKENZIE CRES ,Both Datasets
182071,13 MACKENZIE CRES ,Both Datasets
182072,11 MACKENZIE CRES ,Both Datasets
182073,9 MACKENZIE CRES ,Both Datasets
182074,7 MACKENZIE CRES ,Both Datasets
182076,5 MACKENZIE CRES ,Both Datasets
180318,708 QUEEN ST W,Both Datasets
180319,710 QUEEN ST W,Both Datasets
180320,712 QUEEN ST W,Both Datasets
180325,720 QUEEN ST W,Both Datasets
180326,722 QUEEN ST W,Both Datasets
180327,724 QUEEN ST W,Both Datasets
180328,726 QUEEN ST W,Both Datasets
180329,728 QUEEN ST W,Both Datasets
180330,730 QUEEN ST W,Both Datasets
181536,1128 QUEEN ST W,Both Datasets
181537,1130 QUEEN ST W,Both Datasets
181538,1132 QUEEN ST W,Both Datasets
181539,1134 QUEEN ST W,Both Datasets
181545,1150 QUEEN ST W,Both Datasets
181594,74 B BEACONSFIELD AVE ,Both Datasets
181595,74 A BEACONSFIELD AVE ,Both Datasets
181603,52 BEACONSFIELD AVE ,Both Datasets
181001,940 QUEEN ST W,Both Datasets
181002,942 QUEEN ST W,Both Datasets
181005,960 QUEEN ST W,Both Datasets
181006,962 QUEEN ST W,Both Datasets
181608,40 BEACONSFIELD AVE ,Both Datasets
181609,38 BEACONSFIELD AVE ,Both Datasets
181610,34 BEACONSFIELD AVE ,Both Datasets
181611,32 BEACONSFIELD AVE ,Both Datasets
181613,28 BEACONSFIELD AVE ,Both Datasets
181616,22 BEACONSFIELD AVE ,Both Datasets
181617,20 BEACONSFIELD AVE ,Both Datasets
181618,18 BEACONSFIELD AVE ,Both Datasets
181619,16 BEACONSFIELD AVE ,Both Datasets
181620,14 BEACONSFIELD AVE ,Both Datasets
181621,8 BEACONSFIELD AVE ,Both Datasets
181622,1154 QUEEN ST W,Both Datasets
181623,1158 QUEEN ST W,Both Datasets
181624,1160 QUEEN ST W,Both Datasets
181625,1162 QUEEN ST W,Both Datasets
181626,1164 QUEEN ST W,Both Datasets
181627,1166 QUEEN ST W,Both Datasets
181628,1168 QUEEN ST W,Both Datasets
181629,1170 QUEEN ST W,Both Datasets
181630,1172 QUEEN ST W,Both Datasets
181631,1174 QUEEN ST W,Both Datasets
181632,1176 QUEEN ST W,Both Datasets
182192,154 OSSINGTON AVE ,Both Datasets
182193,148 OSSINGTON AVE ,Both Datasets
182196,136 OSSINGTON AVE ,Both Datasets
182197,134 OSSINGTON AVE ,Both Datasets
182198,132 OSSINGTON AVE ,Both Datasets
