   ,PROPX,PROPY,PROPERTYROLL,STATUSCODE,status,PRSN,ADDRESS,bylaw,details,P4_DATE,P5_DATE,LIST_DATE,BYLAW_P4,BYLAW_P5,HERT_CONSERV_DISTRICT,INTENT_DATE,CONTRIBUTING
73,314180.966,4831405.54,1904,1102,Part IV,724558,71 AVENUE OF THE ISLANDS  ,852-79,"St. Andrew by the Lake; 1885, A.R. Denison; add. 1895; renovated 1984 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Oct. 1, 1979",01-Oct-79,,20-Jun-73,852-79,,,,NA
74,314180.966,4831405.54,1904,1101,Listed,724558,71 AVENUE OF THE ISLANDS  ,,"Morrison Planter; 1876 -adopted by City Council on July 23, 1979",,,23-Jul-79,,,,,NA
75,314180.966,4831405.54,1904,1101,Listed,724558,71 AVENUE OF THE ISLANDS  ,,"Gibralter Point Lighthouse; 1806, Thomson, mason; Hanlan's Point -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
76,314180.966,4831405.54,1904,1101,Listed,724558,71 AVENUE OF THE ISLANDS  ,,"Pumping Station, filtration plant; 1915, Allen Hazen, designer -adopted by City Council on July 2, 1974",,,02-Jul-74,,,,,NA
77,315253.629,4830953.051,1904,1102,Part IV,713082,11 AVENUE OF THE ISLANDS  ,852-79,"St. Andrew by the Lake; 1885, A.R. Denison; add. 1895; renovated 1984 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Oct. 1, 1979",01-Oct-79,,20-Jun-73,852-79,,,,NA
78,315253.629,4830953.051,1904,1101,Listed,713082,11 AVENUE OF THE ISLANDS  ,,"Morrison Planter; 1876 -adopted by City Council on July 23, 1979",,,23-Jul-79,,,,,NA
79,315253.629,4830953.051,1904,1101,Listed,713082,11 AVENUE OF THE ISLANDS  ,,"Gibralter Point Lighthouse; 1806, Thomson, mason; Hanlan's Point -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
80,315253.629,4830953.051,1904,1101,Listed,713082,11 AVENUE OF THE ISLANDS  ,,"Pumping Station, filtration plant; 1915, Allen Hazen, designer -adopted by City Council on July 2, 1974",,,02-Jul-74,,,,,NA
81,314816.512,4830758.896,1904,1102,Part IV,715408,16 AVENUE OF THE ISLANDS  ,852-79,"St. Andrew by the Lake; 1885, A.R. Denison; add. 1895; renovated 1984 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Oct. 1, 1979",01-Oct-79,,20-Jun-73,852-79,,,,NA
82,314816.512,4830758.896,1904,1101,Listed,715408,16 AVENUE OF THE ISLANDS  ,,"Morrison Planter; 1876 -adopted by City Council on July 23, 1979",,,23-Jul-79,,,,,NA
83,314816.512,4830758.896,1904,1101,Listed,715408,16 AVENUE OF THE ISLANDS  ,,"Gibralter Point Lighthouse; 1806, Thomson, mason; Hanlan's Point -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
84,314816.512,4830758.896,1904,1101,Listed,715408,16 AVENUE OF THE ISLANDS  ,,"Pumping Station, filtration plant; 1915, Allen Hazen, designer -adopted by City Council on July 2, 1974",,,02-Jul-74,,,,,NA
85,315297.027,4834708.465,1904,1101,Listed,717247,227 QUEEN ST E,,"Kormann House Hotel, 1897; adopted by City Council on Sept. 26, 27, 2007",,,27-Sep-07,,,,,NA
86,315218.243,4835158.31,1904,1102,Part IV,719617,323 DUNDAS ST E,601-83,"All Saints Church & School; 1874, R.C. Windeyer; adds. 1880, 1883 and 1891 -adopted by City Council on July 2, 1974 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Sept. 6, 1983 (designation plaque - 1984)",06-Sep-83,,02-Jul-74,601-83,,,,NA
87,321920.519,4836805.453,1904,1102,Part IV,725488,83 BEECH AVE ,440-89,"Also part of 2236 Queen St. East, The Prince Edward Theatre and Apartments, 1913, (built for A. Webster); interior of theatre remodelled in 1930, Canadian Office and School Furniture Company, designers; in 1948 the theatre was renamed The Fox; interior lo",29-Jun-89,,06-Apr-89,440-89,,,,NA
88,314784.466,4834760.369,1904,1102,Part IV,724000,65 SHUTER ST ,675-2003,"Athenaeum Club, 1891, Denison & King (formerly known as 169 Church Street) -adopted by City Council on June 20, 1973; DESIGNATION BY-LAW ENACTED BY CITY COUNCIL on July 24, 2003; Heritage Easement Agreement AT355503, registered on Dec. 5, 2003",24-Jul-03,,20-Jun-73,675-2003,,,,NA
89,,,1904,1102,Part IV,218284,60 QUEEN ST W,332-86,"Old (third) City Hall; 1889-99, E.J. Lennox; altered 1926, E.J. Lennox; murals by George A. Reid; stained glass by Robert McCausland; frieze carved by Holbrook & Mollington -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on May 5, 1986",05-May-86,,20-Jun-73,332-86,,,,NA
90,316562.706,4834778.118,1904,1101,Listed,709407,207 EASTERN AVE ,,"Canadian National Railways Office Building, 1923; adopted by City Council on April 14, 2005",,,14-Apr-05,,,,,NA
91,308390.742,4832881.78,1904,1102,Part IV,715573,1751 LAKE SHORE BLVD W,563-75,"Sunnyside Bathing Pavilion, 1921, Chapman, Oxley & Bishop -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Dec. 10, 1975,",10-Dec-75,,20-Jun-73,563-75,,,,NA
92,308390.742,4832881.78,1904,1106,Intention,715573,1751 LAKE SHORE BLVD W,,,,,09-Mar-89,,,,24-Oct-11,
93,308390.742,4832881.78,1904,1106,Intention,715573,1751 LAKE SHORE BLVD W,,In 2007 Joy Oil Gas Station (designated by by-law 415-89 and originally located at 1978 Lake Shore Blvd. West) was moved  to Sir Casimir Gzowski Park and by-law 415-89 was repealed. Council stated its intention to designate the property in Sir CasimirGzowski Park in October 2011.,,,09-Mar-89,,,,24-Oct-11,
94,308390.742,4832881.78,1904,1106,Intention,715573,1751 LAKE SHORE BLVD W,,,,,09-Mar-89,,,,24-Oct-11,
95,311634.138,4831935.226,1904,1101,Listed,710245,909 LAKE SHORE BLVD W,,"Ontario Place - adopted by City Council on May 15, 2019.",,,15-May-19,,,,,
96,313403.884,4836136.795,1904,1101,Listed,745570,75 A QUEEN'S PARK  ,,SEE 73 Queen's Park Crescent East (Birge Carnegie Library),,,20-Jun-73,,,,,NA
97,313408.388,4836139.263,1904,1101,Listed,745572,95 CHARLES ST W,,"Burwash Hall, Victoria University: 1909-1912, Sproatt and Rolph; identified for convenience purposes as 89 Charles Street West -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
98,313408.388,4836139.263,1904,1101,Listed,745572,95 CHARLES ST W,,"Emanuel College, Victoria University: 1929-1931, Sproatt and Rolph; identified for convenience purposes as 75 Queen's Park Crescent East -adopted by city Council on June 20, 1973",,,20-Jun-73,,,,,NA
99,313408.388,4836139.263,1904,1101,Listed,745572,95 CHARLES ST W,,"Men's Residence, Victoria University: 1909-1912, Sproatt and Rolph; identified for convenience purposes as 91 Charles Street West -adopted by city Council on June 20, 1973",,,20-Jun-73,,,,,NA
100,313408.388,4836139.263,1904,1101,Listed,745572,95 CHARLES ST W,,"Victoria College: 1892, W.G. Storm -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
101,313408.388,4836139.263,1904,1101,Listed,745572,95 CHARLES ST W,,"Birge-Carnegie Library, Victoria University: 1908-1911, Sproatt and Rolph; identified for convenience purposes as 75A Queen's Park -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
102,313408.388,4836139.263,1904,1101,Listed,745572,95 CHARLES ST W,,"This is the confirmed municipal address for Victoria College; it is also the confirmed municipal address for properties identified for convenience purposes as 89 Charles Street West, 91 Charles Street West and 75 and 75A Queen's Park -adopted by City Coun",,,20-Jun-73,,,,,NA
103,313467.244,4836156.381,1904,1101,Listed,745573,91 CHARLES ST W,,"SEE 73 Queen's Park Crescent East (Men's Residence, Victoria College)",,,20-Jun-73,,,,,NA
104,313467.244,4836156.381,1904,1101,Listed,745573,91 CHARLES ST W,,"Burwash Hall, Victoria University: 1909-1912, Sproatt and Rolph; identified for convenience purposes as 89 Charles Street West -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
105,313467.244,4836156.381,1904,1101,Listed,745573,91 CHARLES ST W,,"Emanuel College, Victoria University: 1929-1931, Sproatt and Rolph; identified for convenience purposes as 75 Queen's Park Crescent East -adopted by city Council on June 20, 1973",,,20-Jun-73,,,,,NA
106,313467.244,4836156.381,1904,1101,Listed,745573,91 CHARLES ST W,,"Men's Residence, Victoria University: 1909-1912, Sproatt and Rolph; identified for convenience purposes as 91 Charles Street West -adopted by city Council on June 20, 1973",,,20-Jun-73,,,,,NA
107,313467.244,4836156.381,1904,1101,Listed,745573,91 CHARLES ST W,,"Victoria College: 1892, W.G. Storm -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
108,313467.244,4836156.381,1904,1101,Listed,745573,91 CHARLES ST W,,"Birge-Carnegie Library, Victoria University: 1908-1911, Sproatt and Rolph; identified for convenience purposes as 75A Queen's Park -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
109,313467.244,4836156.381,1904,1101,Listed,745573,91 CHARLES ST W,,"This is the confirmed municipal address for Victoria College; it is also the confirmed municipal address for properties identified for convenience purposes as 89 Charles Street West, 91 Charles Street West and 75 and 75A Queen's Park -adopted by City Coun",,,20-Jun-73,,,,,NA
110,314688.751,4836255.443,1.90E+18,1101,Listed,644455,23 EARL ST ,,See 11 Earl St,,,08-May-90,,,,,NA
111,315301.985,4834714.187,1.90E+18,1101,Listed,213406,229 QUEEN ST E,,"Kormann House Hotel, 1897; adopted by City Council on Sept. 26, 27, 2007",,,27-Sep-07,,,,,NA
112,312263.511,4832670.129,1.90E+18,1101,Listed,742383,701 FLEET ST ,,SEE 701 Fleet Street,,,31-Mar-80,,,,,NA
113,312263.511,4832670.129,1.90E+18,1101,Listed,742383,701 FLEET ST ,,"Gore Park Pumping Station, 1924, City Engineers -adopted by City Council on March 31, 1980",,,31-Mar-80,,,,,NA
114,312140.092,4832654.42,1904,1101,Listed,742384,1 STRACHAN AVE ,,SEE 701 Fleet Street,,,31-Mar-80,,,,,NA
115,312140.092,4832654.42,1904,1101,Listed,742384,1 STRACHAN AVE ,,"Gore Park Pumping Station, 1924, City Engineers -adopted by City Council on March 31, 1980",,,31-Mar-80,,,,,NA
116,,,1.90E+18,1101,Listed,272171,837 YONGE ST ,,"Canadian Tire Store, formerly Grand Central Markets; 1929, Frontier Construction, bldr. -adopted by City Council on Feb. 24, 1986",,,24-Feb-86,,,,,NA
117,314249.395,4835295.485,1904,1102,Part IV,746301,400 YONGE ST ,510-75,"T. Eaton Co. College Street Store, 1928-30, Ross & MacDonald in assoc. with Sproatt & Rolph; Jacques Carlu, architect of 7th floor interior; Rene Cera, architect of Elevator Arcade; shopping concourse and housing addns. in late '70's by Allward & Gouinlock, A.M. Ingleson & Associates, Joseph Bogdan and Webb Zerafa Menkes Housden -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on November 26, 1975 (designation plaque - 1979).  Heritage Easement Agreement registered on January 10, 2012 as Instrument #:  AT2915699.             ** Please note: 777 Bay St is not a designated property. **",26-Nov-75,,20-Jun-73,510-75,,,,NA
118,314428.219,4834848.59,1904,1102,Part IV,738088,277 YONGE ST ,543-01,"Two stores for John Bugg, 1868, attrib. to Robert Carrol(l) and William Rogers, builders -adopted by City Council on Nov. 21 & 23, 1973 DESIGNATION BY-LAW ENACTED BY CITY COUNCIL ON June 28, 2001",28-Jun-01,,21-Nov-73,543-01,,,,NA
119,314438.879,4834847.36,1904,1102,Part IV,738089,275 YONGE ST ,543-01,"Two stores for John Bugg, 1868, attrib. to Robert Carrol(l) and William Rogers, builders -adopted by City Council on Nov. 21 & 23, 1973 DESIGNATION BY-LAW ENACTED BY CITY COUNCIL ON June 28, 2001",28-Jun-01,,21-Nov-73,543-01,,,,NA
120,304667.442,4847627.418,1908,1101,Listed,742133,92 THE POND RD ,,"The following 14 buildings or building complexes on York University's Keele Campus were adopted by City Council On Nov. 30 & Dec. 1, 2, 4, and 7, 2009.  

Winter's College (1967), Staecie Science Library (1966), Scott Library (1970), Ross Building (1970), Atkinson College (1966), Tait McKenzie Physical Education (1966), Petrie Sciences (1968), Founder's College (1965), Osgoode Hall Law School (1968), McLaughlin College (1969), Farquarson Life Sciences Building (1970), Vanier College (1967), Lecture Hall One (1966).
",,,27-Sep-06,,,,,NA
121,304667.442,4847627.418,1908,1101,Listed,742133,92 THE POND RD ,,"York University.  Adopted by City Council on Sept. 27, 2006.  Jacob Snider (Hart) House.",,,27-Sep-06,,,,,
122,304667.442,4847627.418,1908,1102,Part IV,742133,92 THE POND RD ,15-2019,"The following three properties on the York University campus grounds: Abraham Hoover House, Jacob Stong House and Jacob Stong Barn, were adopted by City Council on Sept. 27, 2006.  Intention to designate stated on Nov. 30 and Dec. 1, 2, 4 and 7, 2009.  Abraham Hoover House was designated by By-law 15-2019.",13-Dec-18,,27-Sep-06,15-2019,,,07-Dec-09,
123,315051.297,4834082.476,1.90E+18,1102,Part IV,705486,77 FRONT ST E,745-85,"Alexander Smith Block, later Tippet Richardson, 1859; -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on October 7, 1985 (heritage easement agreement, Registered CA219101 and C813400 on December 10, 1992) (heritage ease",07-Oct-85,,20-Jun-73,745-85,,,,NA
124,314727.703,4836559.45,1.90E+18,1102,Part IV,739589,582 SHERBOURNE ST ,950-2008,"James Cooper House, 1880, later known as the Keeley Institute for Nervous Diseases, later known as Knights of Columbus, at Linden St. (NW) -adopted by City Council on June 20, 1973; Intention to Designate adopted by City Council on July 16,17,18,19, 2007;",25-Sep-08,,20-Jun-73,950-2008,,,19-Jul-07,NA
125,314698.209,4836548.99,1.90E+18,1102,Part IV,739590,28 LINDEN ST ,950-2008,"James Cooper House, 1880, later known as the Keeley Institute for Nervous Diseases, later known as Knights of Columbus, at Linden St. (NW) -adopted by City Council on June 20, 1973; Intention to Designate adopted by City Council on July 16,17,18,19, 2007;",25-Sep-08,,20-Jun-73,950-2008,,,19-Jul-07,NA
126,302871.913,4840082.928,1.91E+18,1103,Part V,737689,2 A FERN AVE ,798-2006,"Part of the Weston Heritage Conservation District, enacted by City Council on Sept. 25-27, 2006",,27-Sep-06,,,798-2006,Weston,,
127,315437.152,4835994.266,1.90E+18,1103,Part V,752077,57 WINCHESTER ST ,110-02,"David McMillian House; 1890 semi-detached house Part of the Cabbagetown-Metcalfe Street Heritage Conservation District -enacted by City Council on February 15, 2002",,15-Feb-02,,,110-02,Cabbagetown-Metcalfe,,
128,315151.268,4834580.96,1.90E+18,1101,Listed,741717,135 GEORGE ST ,,Identified through the King-Parliament Secondary Plan Review (2019) and part of the King-Parliament Historic Context. Built in 1870-71. Terrace building type.,,,16-Dec-20,,,,,
129,314723.685,4836940.41,1.90E+18,1103,Part V,274222,6 ANCROFT PL ,115-2003,"Housing Complex; 1927, Sheppard & Calvin, at 18 Ancroft Place -adopted by City Council on June 20, 1973; Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,20-Jun-73,,115-2003,South Rosedale,,
130,313460.058,4836156.115,1904,1101,Listed,745553,93 CHARLES ST W,,"Burwash Hall, Victoria University: 1909-1912, Sproatt and Rolph; identified for convenience purposes as 89 Charles Street West -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
131,313460.058,4836156.115,1904,1101,Listed,745553,93 CHARLES ST W,,"Emanuel College, Victoria University: 1929-1931, Sproatt and Rolph; identified for convenience purposes as 75 Queen's Park Crescent East -adopted by city Council on June 20, 1973",,,20-Jun-73,,,,,NA
132,313460.058,4836156.115,1904,1101,Listed,745553,93 CHARLES ST W,,"Men's Residence, Victoria University: 1909-1912, Sproatt and Rolph; identified for convenience purposes as 91 Charles Street West -adopted by city Council on June 20, 1973",,,20-Jun-73,,,,,NA
133,313460.058,4836156.115,1904,1101,Listed,745553,93 CHARLES ST W,,"Victoria College: 1892, W.G. Storm -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
134,313460.058,4836156.115,1904,1101,Listed,745553,93 CHARLES ST W,,"Birge-Carnegie Library, Victoria University: 1908-1911, Sproatt and Rolph; identified for convenience purposes as 75A Queen's Park -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
135,313460.058,4836156.115,1904,1101,Listed,745553,93 CHARLES ST W,,"This is the confirmed municipal address for Victoria College; it is also the confirmed municipal address for properties identified for convenience purposes as 89 Charles Street West, 91 Charles Street West and 75 and 75A Queen's Park -adopted by City Coun",,,20-Jun-73,,,,,NA
136,,,1.90E+18,1102,Part IV,601162,155 DALHOUSIE ST ,218-97,"Robert Simpson Co. Ltd. Warehouse, 1910, Simpson's staff; large addition in 1916, Max Dunning and Burke, Horwood & White Associates, Architects; addition, 1930, Simpson's staff and Frank S. Corley, now known as Sears Canada Inc.,  previous address known a",12-May-97,,02-Jun-89,218-97,,,,NA
137,314776.64,4836889.385,1.90E+18,1103,Part V,274232,17 ANCROFT PL ,115-2003,"Housing Complex; 1927, Sheppard & Calvin, at 18 Ancroft Place -adopted by City Council on June 20, 1973; Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,20-Jun-73,,115-2003,South Rosedale,,
138,314781.091,4836884.042,1904,1103,Part V,274234,18 ANCROFT PL ,115-2003,"Housing Complex; 1927, Sheppard & Calvin, at 18 Ancroft Place -adopted by City Council on June 20, 1973; Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,20-Jun-73,,115-2003,South Rosedale,,
139,,,1.90E+18,1102,Part IV,601148,155 DALHOUSIE ST ,218-97,"Robert Simpson Co. Ltd. Warehouse, 1910, Simpson's staff; large addition in 1916, Max Dunning and Burke, Horwood & White Associates, Architects; addition, 1930, Simpson's staff and Frank S. Corley, now known as Sears Canada Inc.,  previous address known a",12-May-97,,02-Jun-89,218-97,,,,NA
140,312844.98,4836741.262,1904,1101,Listed,741740,59 R ADMIRAL RD ,,"Coachhouse for R. Bongard (formerly 59 Admiral Rd), adopted by City Council on July 2, 1974",,,02-Jul-74,,,,,NA
141,312834.286,4836730.906,1.90E+18,1101,Listed,741741,59 ADMIRAL RD ,,"R. Bongard House; 1906, Eden Smith -adopted by City Council on July 2, 1974",,,02-Jul-74,,,,,NA
142,,,1.90E+18,1102,Part IV,741724,0 EAST LIBERTY ST ,378-96,"Remnants of Central Prison, formerly known as 20 Strachan Av., addition 1877, Roman Catholic Chapel, attributed to Kivas Tully -adopted by City Council on Jan. 28 & Feb. 1, 1985 -DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 12 & 13, 1996 (heritage ",13-Aug-96,,01-Feb-85,378-96,,,,NA
